author,published_at,updated_at,like_count,text
@rinkipaswan3313,2023-01-09T16:15:20Z,2023-01-09T16:15:20Z,3,😔The last girl crying in silence 💔<br>🙏My dear god please guide these mohmdans to leave this evil cult and live like normal humans
@sayaorangkaya221,2023-01-09T16:00:09Z,2023-01-09T16:00:09Z,0,Please leave from indonesia dont make rabush here
@HistoryOfRevolutions,2023-01-09T15:59:15Z,2023-01-09T15:59:15Z,8,Free Aceh<br>Free Arakan<br>All oppressed people will be free Inshallah
@sayaorangkaya221,2023-01-09T15:59:05Z,2023-01-09T15:59:05Z,0,Usir mereka nanti smua keindonesia usir
@sayaorangkaya221,2023-01-09T15:54:27Z,2023-01-09T15:54:27Z,0,"To,ong usir mereka jijik banget"
@sayaorangkaya221,2023-01-09T15:53:28Z,2023-01-09T15:53:28Z,4,Tolak mereka karna kalau dijasih peluang temanya nyusul smua
@susanwestern6434,2023-01-09T15:44:16Z,2023-01-09T15:44:16Z,11,Why don&#39;t they go to Bangladesh?
@seeyouseemee3863,2023-01-09T15:28:12Z,2023-01-09T15:28:12Z,0,Now they better behave themselves because Aceh isn’t like Malaysia
@nadeali007,2023-01-09T15:24:42Z,2023-01-09T15:24:42Z,0,"One report on curpt government of Pakistan<br>Below political parties creater involved in Pakistan&#39;s current situation<br>Corrupt rulers have taken over Pakistan. There is no bread to eat. Thieving, looting rulers have sucked blood.  God willing, the global media should drag Pakistan&#39;s corrupt Prime Minister Shahbaz Sharif and Zardari to the International Court of Justice that they have been taking all the aid or funds Pakistan has received and depositing it in their account.  They have flats in foreign countries. They even go to London or Dubai to buy a tablet. Schools are in ruins in Sindh.  There are cos houses in the hospital"
@nadeali007,2023-01-09T15:23:19Z,2023-01-09T15:23:19Z,0,"Corrupt rulers have taken over Pakistan. There is no bread to eat. Thieving, looting rulers have sucked blood.  God willing, the global media should drag Pakistan&#39;s corrupt Prime Minister Shahbaz Sharif and Zardari to the International Court of Justice that they have been taking all the aid or funds Pakistan has received and depositing it in their account.  They have flats in foreign countries. They even go to London or Dubai to buy a tablet. Schools are in ruins in Sindh.  There are cos houses in the hospital"
@nurulalrakib1083,2023-01-09T15:20:23Z,2023-01-09T15:20:43Z,12,Give Arakan &amp; Andaman to Bangladesh. Then we can provide them a better facility.
@emandas5640,2023-01-09T15:15:32Z,2023-01-09T18:32:44Z,34,It&#39;s very good step taken by Indonesia.becoz Muslim refuges should send them to Muslim majority country. We are also thinking about Indians 200 M Muslim should come to our Pakistan or Arab immediately.
@sasbidosumaila2488,2023-01-09T15:15:16Z,2023-01-09T15:15:16Z,13,May the Almighty Allah help our  brothers and sisters ruhingyas. Saudi Arabia and Qatar are spending billion of dollars for football and your brothers and sisters are lived in hunger and starvation I know you know prophet said god will never forgive the unkind like you. Shame to you.
@Hindog.hunter,2023-01-09T15:12:01Z,2023-01-09T15:12:01Z,0,Not only Myanmar military but Putin Assad Xingping modi all are responsible for rohingya genocide
@mackbedunduk1305,2023-01-09T15:03:31Z,2023-01-09T15:03:31Z,3,Idn disaster and dangerous for idn
@omarlittle-hales8237,2023-01-09T15:03:03Z,2023-01-09T15:03:03Z,1,"Shalom, Salam, Peace. Both Israel And Myanmar Have Expelled Their Native Populations, Shame On Them."
@yunilestari3439,2023-12-15T23:08:57Z,2023-12-15T23:08:57Z,0,"No.. we dont want they stay in Indonesia! We want they back to bangladesh camp or back to they country. They no have good attitude, dirty, they make criminal in sumatera (indonesia) and so many problem by them."
@azzurahifzanaghazala4999,2023-12-15T03:58:07Z,2023-12-15T03:58:07Z,0,Mereka harus bljr adab dan menghargai. Bersyukur. Biar bisa di terima di manapun
@kkf601,2023-12-14T13:43:08Z,2023-12-14T13:43:08Z,1,"Di satu sisi kita lihat rasa kasihan juga klo lihat anak mereka, tapi kimana, mudah2 tuhan berikan jalan keluar bagi mereka, juman kita bantu dengan doa sedih juga lihat mereka, hidup itu harus banyak bersyukur"
@simarmatamarmata4820,2023-12-14T12:21:00Z,2023-12-14T12:21:00Z,0,"Rohingya manusia tidak tau bersyukur,harus dikembalikan mereka ke negara asalnya secepatnya sebelum ada terjadi yang tidak di inginkan."
@azizahzizah2518,2023-12-14T11:00:51Z,2023-12-14T11:00:51Z,0,Ya Allah mereka ini mungkin tk pernah dpt pendidikan tapi yg salah presiden miyanmar kenapa mereka tk mau mengakui pduduknya padahal dri dulu mereka sudah disitu kasihan tpi yg bisa kita perbuat.
@d3n1.s,2023-12-14T05:38:42Z,2023-12-14T05:38:42Z,0,Aceh indonesia. their number is more than 2000. they are illegal Bangladeshi immigrants. why not take them to your country. Do you know what their nature is like in Malaysia? the intimidation of Bangladeshis and Rohinians against us natives. usurp and confiscate our land.<br>UNHCR Bangladesh is a group that sells humans to be sent to Indonesia. You are a mafia by promising Rohinians and Bangladeshis that you will live in luxury and be facilitated by everyone in Indonesia. Are you sure? In our country there are still many who are poor and need help. Go away from our country
@remydeen3943,2023-12-14T05:19:12Z,2023-12-14T05:19:12Z,1,Welcome bangladesh/rohingya to Indonesia 🙏
@kalimayacristal2911,2023-12-14T04:28:46Z,2023-12-14T04:28:46Z,1,IMIGRAN GELAP PESANAN AMERIKA.. .UNTUK MENJAJAH..
@abdulmariana1194,2023-12-14T01:32:38Z,2023-12-14T01:32:38Z,0,"Usir mereka imigran gelap Rohingya dari negara kami Indonesia, mereka hanya orang orang yang tidak tahu berterima kasih mereka adalah pemberontak yang tidak memiliki adap.."
@tumpakmarbun137,2023-12-14T00:58:07Z,2023-12-14T00:58:07Z,0,"Kalau hanya makan tidur kenapa harus datang ke, aceh  usman hamit jgn ganggu orang di laut sana bab bisa dilaut kasi tanah mu  diberaki"
@howtomakebracelet3388,2023-12-13T20:40:57Z,2023-12-13T20:40:57Z,0,"Rohingya do not respect Indonesian society, Rohingya have bad characteristics and have no gratitude... 👎👎👎"
@burhanudinksp9070,2023-12-13T17:07:43Z,2023-12-13T17:07:43Z,0,Jangan mau kita terima ini orang rohiniya&#39;kususnya di daerah Aceh&#39;&#39;mereka tidak perlu di beri tinggal walau hanya sebentar&#39;dan diberi makan berbulan bulan&#39;.Ingat masih banyak orang2 asli di aceh yg hidup  di garis kemiskinan&#39;&#39;dan orang2 tamil rohinya ini banyak yg buat masalah &#39;dan ada yg bukan masalah&#39;politik&#39; genoksida&#39;penghapusan ras&#39;tapi masalah ekonomi .dan.lapangan pekerjaan an..dan kita tau banyak putera2 aceh yg punya sekil belum dapat kerja bertahun tahum.&#39;ini jadi pertimbangan para pejabat yg berwenang. .ini.pendatang bisa buat masalah kecemburuan sosial.di aceh...komen dari anak aceh perantauan.
@nr_lkh,2023-12-13T15:08:35Z,2023-12-13T15:08:35Z,1,Angkatan LAUT REP INDONESIA 🇲🇨.......WAJIB KELUAR MASALAH INI
@hannafia4992,2023-12-13T14:05:29Z,2023-12-13T14:05:29Z,0,Capres no 1 kok senyap .
@user-ki5ck8vf9d,2023-12-13T10:41:46Z,2023-12-13T10:41:46Z,0,usir mereka
@user-eh8ey5wo9r,2023-12-13T10:38:30Z,2023-12-13T10:38:30Z,0,Hati hati buat negara kristen di barat jangan pernah menerimah penduduk liar suaka akan menjadi manusia radikal di kemudian hari sangat mengerikan ajaran sesat waspada
@prasetyosastro5355,2023-12-13T03:35:37Z,2023-12-13T03:35:37Z,0,Usir secepat nya imigran gelap dari bumi aceh..biar tidak jadi beban negara RI
@sitticee5311,2023-12-12T23:56:05Z,2023-12-12T23:56:05Z,0,Take illegal migrant rohingya to qatar
@supercat7064,2023-12-12T20:53:28Z,2023-12-12T20:54:40Z,1,Kami bangsa Indonesia dan rakyat Indonesia siyap mati untuk menjaga tanah warisan leluhur dan tanah nenek moyang kami dari negara asing ingat itu
@supercat7064,2023-12-12T20:50:40Z,2023-12-12T20:50:40Z,0,Kami rakyat Indonesia mentang sekeras kerasnya ada pengungsi dari negara lain masuk ke Indonesia kalau mau  masok hadapi kami dulu rakyat Indonesia kami rakyat Indonesia ga akan kami biyayar kan sejengkal tanah pun bisa kalian duduk untuk pengungsi dari luwar negara ingat itu
@supercat7064,2023-12-12T20:44:26Z,2023-12-12T20:44:58Z,0,Sampai mati kami masyarakat Indonesia ga akan terima ada pengungsi Rohiginiya Banglades fakistan ini  di bumi Indonesia tercinta ini sampai mati kami ga akan kami ijin kan ada di bumi Indonesia ini garis besar nya kami ga seteju ada pengungsi haram ada di Indonesia ini
@user-ti8hq1qc5x,2023-12-12T18:27:31Z,2023-12-12T18:27:31Z,0,No!!!refugis (imigrants ilegal)
@rijadiadi8257,2023-12-12T12:08:57Z,2023-12-12T12:08:57Z,0,"The Rohingya ethnic group was deliberately sent to Indonesia to destroy Indonesia, deliberately so that Indonesia becomes chaotic, they must be sent back to their responsible country of origin."
@edyireng5127,2023-12-12T09:01:11Z,2023-12-12T09:01:11Z,0,Pulangkan ke negara Bangladesh SJ besok besok rusuh minta jatah tanah
@faridoppo1804,2023-12-10T10:08:36Z,2023-12-10T10:08:36Z,0,"Usir dan kembalikan ke negaranya, masyarakat Indonesia masih banyak yang kekurangan, imigran gelap etnis Rohingya yang tak tau diri sudah ditolong malah nglunjak"
@Araara929,2023-12-09T07:20:55Z,2023-12-09T07:20:55Z,1,Banglaceh.. selamat kalian akan jadi india 😂
@sakurahanabi01,2023-12-08T09:13:27Z,2023-12-08T09:13:27Z,0,"Semoga khilafah segera tegak dgn diterapkannya sistem islam yg bisa menyelesaikan persoalan ini, dan bisa menciptakan kesejahteraan dan kedamaian dunia"
@idalaila2269,2023-11-29T11:08:17Z,2023-11-29T11:08:17Z,0,Pulangkan itu rohingya bikin beban ngurusi org ilegal
@MafdhumAzwati-eo3jg,2023-11-29T00:45:58Z,2023-11-29T00:45:58Z,0,"Krisis pengungsi yang sedang berlangsung dimulai di Asia Timur pada akhir Februari 2015 setelah invasi Myanmar ke Negara Rohingya. Tercatat terdapat hampir 6 juta pengungsi yang melarikan diri dari Negara Bagian Rohingya di Asia, sementara sekitar 8 juta lainnya telah mengungsi di negara tersebut pada akhir bulan Mei 2022. Sekitar seperempat dari total penduduk negara tersebut telah meninggalkan rumah mereka di Negara Bagian Rohingya pada tanggal 20 Maret.90% Pengungsi Rohingya adalah perempuan dan anak-anak, sementara sebagian besar laki-laki Rohingya berusia antara 18 dan 60 tahun dilarang meninggalkan negara tersebut. Pada tanggal 24 Maret, lebih dari separuh anak-anak Rohingya telah meninggalkan rumah mereka, seperempat di antaranya telah meninggalkan negara tersebut. negara. Invasi tersebut menyebabkan krisis pengungsi terbesar di Asia Timur sejak Perang Dunia II dan setelahnya, merupakan yang pertama di Asia Timur sejak Perang Myanmar pada tahun 1990an, serta krisis pengungsi terbesar keempat dalam sejarah, dan merupakan krisis pengungsi terbesar. abad ke-21, dengan tingkat pelarian pengungsi tertinggi secara global."
@domzz2780,2023-11-23T15:41:02Z,2023-11-23T15:41:02Z,0,indonesia menolak rohingya dan akan kami usir paksa
@Habizahmed786,2023-11-22T05:30:09Z,2023-11-22T05:30:09Z,0,🇲🇲💔💔💔
@JojoSuharjaboj,2023-11-21T18:47:45Z,2023-11-21T18:47:45Z,0,Rohingya local criminals are raped. Rohingya thieves become beggars causing trouble on the streets and villages. Expelled to their country😅
@ridwanharyanto3203,2023-11-21T18:25:36Z,2023-11-21T18:26:10Z,0,Pemeeintah myamar rasis. Tidak mengakui tidak adilan warga rohingnya mengarah genosida..
@IslamicMuhammadIsPedophile,2023-11-19T19:32:39Z,2023-11-19T19:32:39Z,1,Indonesia wants to help Arabs like Palestinians NOT South Asians like Rohingya.
@RegisteredRohingyaRefuger,2023-11-17T10:11:47Z,2023-11-17T10:11:47Z,0,im rohingya journalist
@aessosayed3484,2023-11-15T23:27:34Z,2023-11-15T23:27:44Z,3,"As a rohingian, we are used to be treated like this all the time<br>No identity, no ethnicity, no citizenship <br>We Don&#39;t need anything from the world <br>Allah is with us <br>And we only ask for Jannah"
@Habizahmed786,2023-09-07T02:26:43Z,2023-09-07T02:26:43Z,0,No more un 😮  we really ready to 🔥 I&#39;m here only singale
@ShivamsinghRajpoot-jc5pd,2023-08-23T08:45:00Z,2023-08-23T08:45:00Z,2,"This is called islmic brotherhood ❤❤😊😊 both are allah and Islam followers 😊😮 no discrimination,no religious problem very good decision all rohangia must go Indonesia, Malaysia and islmic countries 😁😁"
@nothingtodohere102,2023-08-07T21:05:51Z,2023-08-07T21:05:51Z,1,yes come to indonesia. dont come to malaysia
@hussainmohammadtahir1558,2023-07-22T05:20:37Z,2023-07-22T05:20:37Z,1,al jazeraa go to Malaysia...what they done to malaysi...they breaking the Malaysian law...
@sonjoydevnath9529,2023-07-10T21:06:54Z,2023-07-10T21:09:30Z,2,"Don’t give than any chance to live, cause they will destroy the whole nation,  just like they are doing to Bangladeshi residents right now, they are refugees, they are supposed to stay at a refugee camp. But they are running away from the camp and killing locals doing the business of drug and weapon. They are getting the weapon from the  Bangladeshi local gang and they are selling the drugs instead of exchange. Like Yaba ( Methamphetamine ) and killing whole youth with this kind of drug. They destroy local economy 😢"
@aslamhossaintalukder6932,2023-03-31T04:51:02Z,2023-03-31T04:51:02Z,6,BIGGEST MUSLIM OF INDONESIA. LOVE 🇵🇰🇵🇰🇵🇰🇵🇰🇵🇰🇲🇨🇲🇨🇲🇨🇲🇨
@rycazizbu,2023-02-16T08:49:15Z,2023-02-16T08:49:15Z,0,Good news
@wahidsahibi4650,2023-02-01T14:58:59Z,2023-02-01T14:58:59Z,1,Please Indonesian Muslim brothers help help to these people they are your Muslim brothers . <br>Afghanistan ❤️
@joesemansmmr41,2023-01-30T15:11:30Z,2023-01-30T15:11:30Z,0,Tunggu sedikit masa lagi..indonesia akan pusing kepala seperti malaysia.
@soehartodinggin,2023-01-25T09:13:25Z,2023-01-25T09:13:25Z,0,Hm bahaya nih
@LanguageIndonesia,2023-01-18T04:31:38Z,2023-01-18T04:31:38Z,0,The habits of South Asians who always breed and reproduce in other countries.
@mightyfitness4053,2023-01-17T05:23:14Z,2023-01-17T05:23:14Z,0,All about of human trafficking. They are not run out from Myanmar but they looking for new country.
@purwati9460,2023-01-16T05:53:43Z,2023-01-16T05:53:43Z,1,"negara sendiri pun susah,ini brp juta sd menampung rohignia trs pdhl negara lain tolak kedatangan rohignia seperti Malaysia pun tak mau utk pelarian rohignia"
@rschanneli5926,2023-01-14T20:43:24Z,2023-01-14T20:43:24Z,0,"Kebanyakan muka yg dtg ni mcm muka bangla..  cukup sebulan masuk indonesia, cabutla dia org masuk m&#39;sia.. ikut lorong tikus... indonesia transit je.."
@walid3731,2023-01-14T20:34:53Z,2023-01-14T20:34:53Z,0,Itu sengaja di kirim  dari bangladesh.itu govermant Bangladesh  yg kirim rohinga  asli bangladesh tapi Bangladesh tak mau rohinganya mau di kirim ke Indonesian. Stop rohinga ke Indonesian nanti banyak telurnya
@oingkaya1rahim956,2023-01-14T04:52:24Z,2023-01-14T04:52:24Z,3,Alhamdullilah ..<br>selamat mendarat di dataran Aceh. Semoga Allah memberi rahmat di negara Indonesia.
@motorispermenjoyo5353,2023-01-14T02:11:51Z,2023-01-14T02:11:51Z,0,INDONESIA🖒🖒🖒
@tosirazkhansirajullah9170,2023-01-11T14:41:09Z,2023-01-11T14:41:09Z,0,They have no any country that&#39;s why Like that on going to than
@blazer892,2023-01-11T09:13:10Z,2023-01-11T09:13:10Z,1,"Men in shorts, women covered like North people. Broken society"
@AbhishekMishra-iz1hn,2023-01-10T00:25:55Z,2023-01-10T00:25:55Z,0,"Take it from India also, where terrorists will live for years, they will spread. Those who do not belong to their country, they beg in other countries."
@xueue01,2023-01-09T11:26:19Z,2023-01-09T11:26:19Z,0,"When they are offered to be repatriated, they refuse. But going to other countries, they make trouble..LoL"
@jimmyboybanting721,2023-01-09T03:29:23Z,2023-01-09T03:31:51Z,0,Rohingya go back to your dirty country India!we don&#39;t need rohingya in our country Indonesia!😤😤😤
@ajaykhetrophl3425,2023-01-04T12:31:17Z,2023-01-04T12:31:17Z,0,Muslim very slow motion s
@metalextras,2023-01-03T10:20:49Z,2023-01-03T10:20:49Z,1,"Indonesia is too kind, hopefully they get back to health and continue their trip to Thailand, Australia, Malaysia or any immigrant countries that signs UNHCR treaty..."
@rosanijbroek3656,2023-01-02T21:32:03Z,2023-01-02T21:32:03Z,2,"Beautiful stunning and brave people Rohingyas! I hope that they can stay in the Orient, Indonesia or Malesia! God Bless Them So Much with Health, Wealth, Luck, Happiness, Love and Peace!<br>Their former female president of Miramar is now in prison....is this God Revenge??????"
@ali-mahmud223,2023-01-01T13:05:46Z,2023-01-01T13:05:46Z,0,Rohingyas are being deprived of their own basic rights. The Bangladesh government has accommodated them as refugees but they need a permanent solution to stay. They need their own resources which can only be provided through their state.
@ririnsyodikinhairul,2022-12-31T21:53:47Z,2022-12-31T21:53:47Z,2,Indonesia will stand for Humanity
@noriman6451,2022-12-31T20:01:03Z,2022-12-31T20:01:03Z,0,"Please lah, jangan datang ke Malaysia.. golongan ni sangat meresahkan"
@siddharthgupta1840,2022-12-31T01:42:37Z,2022-12-31T01:42:37Z,8,My respect for the myanmar is increasing day by day
@viewpoint1242,2022-12-30T20:05:03Z,2022-12-30T20:05:03Z,0,Sad 😢 save people
@SaddamHusain-mp5rj,2022-12-30T11:29:00Z,2022-12-30T11:29:00Z,0,please help for any government issue
@kayfa2373,2022-12-30T00:14:49Z,2022-12-30T00:14:49Z,0,Tujuan mereka hanya Malaysia.. tolong segera tindak jika terulang seperti yang sudah2.. sering melanggar aturan dan kabur2an dari tempat pengungsian yang meresahkan warga sekitar.
@pavise6333,2022-12-28T10:42:23Z,2022-12-28T10:42:23Z,0,"Aceh already struggle to feed their own, let alone refugees"
@miftahurrizki6398,2022-12-28T08:12:53Z,2022-12-28T08:12:53Z,0,"Padahal kita orang Indonesia, tapi berita Indonesia pake bhs Inggris hahaha......"
@chiachoco8944,2022-12-28T05:59:52Z,2022-12-28T05:59:52Z,2,"ugh... please keep these people in Aceh or send them home. do not let them enter Medan. we already have to deal with these harheaded, uneducated, violent kadruns."
@vvdkl5234,2022-12-28T02:18:18Z,2022-12-28T02:18:18Z,0,Believe me don&#39;t believe them you will regret later on..... they&#39;re just 2nd Jewish but in Asia continent
@surianinoor949,2022-12-27T05:06:32Z,2022-12-27T05:06:32Z,23,Semoga Allah pelihara negara Indonesia..dan semoga Allah bagi Indonesia murah rezeki.Amiin
@noribetribet4304,2022-12-27T01:47:51Z,2022-12-27T01:47:51Z,0,Masyaallah
@touristfromearth,2022-12-23T20:43:45Z,2022-12-23T20:43:45Z,2,ship them back to Malaysia 👍🏼
@ranjandas9571,2022-12-23T12:40:39Z,2022-12-23T12:40:39Z,0,Al fuckira should take them to there office!
@officepayroll2490,2022-12-22T04:46:31Z,2022-12-22T04:46:31Z,0,aceh sila ambil semua rohingya
@aungmyintoo4635,2022-12-19T12:09:44Z,2022-12-19T12:09:44Z,4,Please come to Malsyia.
@KINGKONG-jn9cl,2022-12-19T11:56:19Z,2022-12-19T11:56:19Z,0,Yes Burma military very very dinchrich man don&#39;t sitting Muslim in Arakan please 🙏 hil me for UNHCR office Indonesia
@yosichadutawisnuandika5168,2022-12-19T05:58:50Z,2022-12-19T05:58:50Z,1,"Maaf rohingya, mungkin anda kesasar, aceh bukan Malaysia, semoga lekas sampai ke Malaysia 😇"
@simsimsimsim3249,2022-12-18T06:26:12Z,2022-12-18T06:26:12Z,0,Kita satu Islam seiman Allah akbr
@JasimUddin-bb7mz,2022-12-18T05:19:39Z,2022-12-18T05:19:39Z,0,Rohingya have a very poroblem Bangladesh
@NauraZalfa,2022-12-17T20:25:36Z,2022-12-17T20:25:36Z,0,Indonesia negara miskin kalau di Malaysia negara kaya raya pengungsi rohingya hanya transit sementara di Aceh tujuan mereka ke Malaysia yang kaya memulai hidup baru terimalah dindaku Malaysia anda kaya raya wajib membantu rohingya saudara jauh sedangkan kakanda Indonesia juga miskin 😭<br>Salam dari kanda borneo kalimantan
@Outdoorsactivities,2022-12-17T14:08:46Z,2022-12-17T14:08:46Z,2,They love Malaysia 🇲🇾
@bentokalos4961,2022-12-16T16:58:08Z,2022-12-16T16:58:08Z,1,Terima kasih warga Aceh mau menerima saudara muslim Rohingya.
@zahramaqsoodi9727,2022-12-16T15:39:50Z,2022-12-16T15:39:50Z,0,Rohingya people you came to a very bad place <br>You also will not be able to study here work married you will sent to thirt country after you stayed in Indonesia More that 8 years <br>I sorry for you guys
@jabbarghani4481,2022-12-16T14:26:17Z,2022-12-16T14:26:17Z,1,Alham dulillh..indonisia orang😘😘😘😘
@harunbinabdul391,2022-12-16T14:13:46Z,2022-12-16T14:13:46Z,0,এদের গুলি করে মারে না কেনো খুব বিপদ জনক।
@rahfimd7404,2022-12-16T09:17:04Z,2022-12-16T09:17:04Z,1,Pemerintah harus lebih cermat lagi untuk menampung pengungsi ini khusunya rohingnya . Lihat negara malaysia jadikan contoh pengungsi rohingnya banyak buat masalah disana jangan sampai di Indonesia terjadi hal sama ...
@nurulizatzi4960,2022-12-16T08:51:45Z,2022-12-16T08:51:45Z,0,Lain kali kalau masuk Indonesian pasti bikin rusuh seperti yg di malasia
@myzamnor3936,2022-12-16T07:28:04Z,2022-12-16T07:28:04Z,2,"Jangan sampai ke malaysia udah, malaysia sudah ada 200 ribu, ini yang sudah dibanci yang belum xtahu berapa ramai lagi agak 2 sudah satu juta"
@ahamedsued3980,2022-12-16T07:19:51Z,2022-12-16T07:19:51Z,0,THIS ALL BEC OF THE BUDDHIST TERRORIST IN MYANMAR💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚💚
@bhanukhanal1299,2022-12-16T05:08:47Z,2022-12-16T05:08:47Z,2,I feel sad for Rohingyas. What a shame Mynmaar
@Papovapo,2022-12-16T05:03:12Z,2022-12-16T05:03:12Z,5,Kasihan mereka 😭
@angelreed3493,2022-12-15T19:40:55Z,2022-12-15T19:40:55Z,0,"It&#39;s ironic how the US always wants to condemn other countries for human rights violations,  when they are the biggest abusers of human rights. Bq"
@Md.kamalkhan93,2022-12-14T01:35:33Z,2022-12-14T01:35:33Z,0,Indonesia all Muslim help Rohingya refugees my Allah protect all Muslim  Allah Karim  🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩🇧🇩
@JakirHossain-it4jj,2022-12-13T17:57:22Z,2022-12-13T17:57:22Z,0,Goly kora mara fall Adar
@JakirHossain-it4jj,2022-12-13T17:56:42Z,2022-12-13T17:56:42Z,0,Potiak dacar corkar  ar  ucawit. Gonoconkw  komano. 1 tar bacw. Gonmo Daly.  Ok dirak facy daw. Dorkar. Donew Ty. Gdik taki cadakw.  Gamala  aw gamalar man Karon aw gonoconkw ti Adar goto kom powda koragaw totow balo
@lensa_media_center,2022-12-13T15:47:07Z,2022-12-13T15:47:07Z,0,Neu teulong piyoh bak berita long siat🤣
@NoorKhan-lh6iq,2022-12-13T10:54:36Z,2022-12-13T10:54:36Z,0,So sad...The world should give more attention to thesse people for the sake of huminity. The root cause is terrorist Myanmar nation.
@bambangtheo5640,2023-12-16T14:59:01Z,2023-12-16T14:59:19Z,0,"Look what&#39;s happened  today. <br><br>Intentionally they&#39;re invading us. <br>They  came illegally brought by UNHCR backed up by Amnesty international through their minions inside and outside Indonesia. No country will accept this rebellious people. Neither ours. Indonesia is a sovereign country. Our country our sovereignity!! We reject Rohinya. Neither welcome nor give em any single piece of our land for them! Never ever!! Our great grandparents fought and died for defending our country for us, our children and future generation not for Rohingya. 🇮🇩🦅"
@supersaiya563,2023-12-13T09:37:56Z,2023-12-13T09:37:56Z,0,Myanmar sudah mencaplok wilayah Rohingya kedalam negara mereka. Harusnya Myanmar mengakui mereka sebagai warganegara... Jangan membebani negara² di Asia tenggara. PBB juga sepertinya mengambil jalan pintas malah mengungsikan Rohingya ke negara lain bukannya mengatasi konflik di Myanmar
@supersaiya563,2023-12-13T09:33:40Z,2023-12-13T09:33:40Z,0,UNHCR menekan Indonesia untuk menerima Rohingya.. Mengapa bukan negara² eropa atau negara Asia yg sudah maju menampung mereka? Thailand saja yg satu daratan dan Singapura yang negara maju menolak kedatangan mereka.
@eerrbb6241,2023-12-13T02:26:49Z,2023-12-13T02:26:49Z,0,"myanmar and british should fix these. it a ll because of them. lean from palestine when they accept  the jew, look what happen now. this rohingya are not refugees anymore, but illegal imigrant. If you like them so much then take them to your house."
@NewIURGT,2023-12-11T18:15:35Z,2023-12-11T18:15:35Z,0,"send them back home, we dont care nor we should, its THEIR problems, we only provide humanitarian aid and they rejected it and even causes chaos in our country, its myanmar&#39;s problem not indonesia&#39;s."
@annisaputri2357,2023-12-11T13:47:13Z,2023-12-11T13:47:13Z,1,"Rohingya people can&#39;t read Islamic law and only claim to be Muslim, they are given food in Indonesia, complaining and not enough, and they just eat in Indonesia, never grateful and create chaos in Indonesia and in other countries, Indonesian people really don&#39;t like them because they don&#39;t know how to thank you and the reason is that the Indonesian people reject the Rohingya people"
@user-tg9ri8lu4v,2023-12-11T13:27:43Z,2023-12-11T13:27:43Z,0,"<a href=""https://www.youtube.com/watch?v=ULeY3nBD47U&amp;t=1m10s"">1:10</a>"
@aulaacerah1620,2023-12-11T11:22:55Z,2023-12-11T11:22:55Z,1,Unhcr is stupid organizations
@yoe7075,2023-12-10T20:30:14Z,2023-12-10T20:30:14Z,0,Now rohingya make many problem in my country malaysia.they rape malay girl!!!
@t700qwe8,2023-12-10T09:14:34Z,2023-12-10T09:15:17Z,0,Alhamdulillah.. Rohingya dan malasya itu serumpun.. Silah usir semua Rohingya ke malasya..
@DAM-wv8jd,2023-12-10T05:33:57Z,2023-12-10T05:33:57Z,0,"&quot;Dangerous journey at sea&quot; 🤪🤪🤪<br><br>They pay some broker to go from bangladesh to indonesia (around 450USD), The latest news is that the Indonesian Police have arrested one of those brokers"
@redikaak9986,2023-12-09T04:00:19Z,2023-12-09T04:00:19Z,4,"They have a very bad attitude. They threw away the foods we gave them and damaged the shelter facilities. At the same time, many Indonesian are still hungry, poor, and have no place to live. Our country became independent with blood and tears, if you run away from the fighting in your country and instead want to take over our land, we will not remain silent!"
@eliteproperty977,2023-12-07T13:36:46Z,2023-12-07T13:37:08Z,0,Why didn&#39;t going to Australia 🤔
@exoticwitch5553,2023-12-06T17:20:41Z,2023-12-06T17:20:41Z,0,Send them to China
@aryawidyadhana5084,2023-12-06T07:27:12Z,2023-12-06T07:27:12Z,0,"Israel 2.0, soon they will make things up and say Rohingya has a right to land in Indonesia because their muslim ancestors lived in Indonesia since thousands of years ago, just like the Zionists 😂"
@fifaplayer4927,2023-12-06T00:57:35Z,2023-12-06T00:57:35Z,0,"They&#39;re just makes trouble, disrespect to local residents, some of them throw away the foods that we gave, we should reject before they create broader conflict with the local..."
@hi-d1402,2023-12-05T15:19:40Z,2023-12-05T15:19:40Z,0,"They throw away our food and help , they just want our land and invaded us, they are becoming criminals in here"
@jovanniecastillo6208,2023-11-29T12:20:56Z,2023-11-29T12:20:56Z,0,"Muslim countries they are part of you Islamic ummah, ACCEPT THEM"
@marcbirthday,2023-11-26T04:19:20Z,2023-11-26T04:19:20Z,1,"Europe must take them all, in the name of humanity."
@nusantarajaya3468,2023-11-25T07:30:18Z,2023-11-25T07:30:18Z,0,you just don&#39;t know that Indonesian people can act brutally if this friction happens one day.. my advice is that you better avoid it.. look for another place.. we don&#39;t care about the Myanmar junta.. we are a democratic country.. and we are not a country Islam...coincidentally Islam came in the 14th century...before that we were Hindus and Buddhists for almost 1000 years...
@nomy-rl6lh,2023-11-23T14:59:37Z,2023-11-23T14:59:37Z,0,Lawde ka muslim bhaichara h😂
@motherhoodsbeauty9279,2023-11-22T11:23:07Z,2023-11-22T11:23:07Z,0,Wait until they outbreed the Malaysia
