author,published_at,updated_at,like_count,text
@lixcul5052,2023-12-14T16:01:34Z,2023-12-14T16:01:34Z,0,"pemerintah tidak tegas ,<br><br><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a> nampak ketegasan negara kita sangat rapuh kalau ada campur tangan negara asing<br><br>cina dan rusia kalau sudah memutuskan sesuatu dak peduli ama semua negara<br>bahkan israel pun perang walau rugi negara mereka + banyak dimusuhi  negara mereka masih tegas ama keputusan mereka<br><br>indonesia  lembek hampir semua aspek<br>terlalu baik sebagai negara dimana HAM di no 1 kan <br><a href=""about:invalid#zCSafez""></a>sehingga koruptor dapat HAM juga kwkwkwkwkwkwkwkwkwkw"
@jeymokodompit2773,2023-12-14T16:00:05Z,2023-12-14T16:00:05Z,0,Pak kenapa unhcr.. bisa memiliki kantor di indonesia
@ida_sihombing_sibibirrawing,2023-12-14T15:54:33Z,2023-12-14T15:54:33Z,0,"KALAU KALIAN TIDAK MAU NAMPUNG, AMERIKA NAMPUNG SYARAT HARUS DI BAPTIS SEMUA.."
@yakujonma3235,2023-12-14T15:53:34Z,2023-12-14T15:53:34Z,2,Tampung sementara di madura saja imigran gelap rohingya....semoga pak mahfud dapat PAHALA BESAR....AAMIIN YRA...
@andis_channel5202,2023-12-14T15:52:58Z,2023-12-14T15:52:58Z,1,"Sudahlah kembalikan mereka ke Negera asal kasihan di Indonesia, gak hanya Sumatra aja menolak seluruh Indonesia."
@lupihanif-xg8qr,2023-12-14T15:49:21Z,2023-12-14T15:49:21Z,0,"Bosan mendengar usar usir terus,malah banyak yg datang terus,ayo warga aceh jika tidak bisa cara lembut pakai kekerasan,biar tahu itu lom dan unhcr itu sekalian di usir dari nkri ini,"
@bngmust8370,2023-12-14T15:45:23Z,2023-12-14T15:45:23Z,0,"Di pulangkan saja Pak mahfud, <br>Akan menjadi bom waktu, <br>Nanti bisa kayak Israil yang memerangi Pribumi"
@musliminlimin3772,2023-12-14T15:41:48Z,2023-12-14T15:41:48Z,0,Usir aja
@CocomelonEtc,2023-12-14T15:33:46Z,2023-12-14T15:33:46Z,1,Gapapa kalo punya nyawa 9 stay di Indonesia.. Barang ilegal haram gak dilindungi hukum... Bebas diapain aja 🤣
@erlanhambali2707,2023-12-14T15:24:24Z,2023-12-14T15:24:24Z,1,"Ayo mana tindakannya,rakyat butuh peran pemerintah untuk bertindak itu penting untuk mencegah bentrok"
@fotobpkbymsmdu4788,2023-12-14T15:23:18Z,2023-12-14T15:23:18Z,0,"Sudah jelas ya pemirsa &quot;pengungsi rohingya yg datang ke indonesia AKAN DITAMPUNG&quot;<br>Jadi percuma kelean koar&quot; a-z <br>Harusnya pemerintah tegas ditampung selama berapa lama,jika tidak akan dikembalikan ke myanmar atau camp.bangladesh gitu 😅<br>Sayang nya pemerintah tidak ada kejelasan,saling lempar,ambigu juga keterangannya"
@nizarzulmy6148,2023-12-14T15:22:46Z,2023-12-14T15:22:46Z,0,Kembalikan saja mereka ke negara asalnya gak usah pake tapi
@user-tm8ox9oh3z,2023-12-14T15:15:17Z,2023-12-14T15:15:17Z,0,"Pusing urusan antar negara apalh itu ,kayak,y kurang menguntungkn d sisi lain ,  ndk usah lkut&quot;jk  apaan itu..<br>Kalau kayak ginik urusan,y kn jadi payah pernah ndk sih kepikir ,kalsu negara lain nolak pasti sbb buruk...<br>Nnt bikin masalah kayak,y negara &quot;yg ndk berpihk kpd kita mau myudutkn &amp;merugikn negara kita ...😡😡😡"
@pangeransejagad3683,2023-12-14T15:10:51Z,2023-12-14T15:11:11Z,0,"usir Rohingya, IOM, UNHCR Anjing itu"
@Senja_taweu-jo5xc,2023-12-14T15:01:00Z,2023-12-14T15:01:00Z,2,Gak ada Kata( sebenarnya) Indonesia memang berhak mengusir mereka.
@vla6580,2023-12-14T14:59:46Z,2023-12-14T14:59:46Z,0,"Pemerintah yg tegas,rakyakmu jelas s jls menolak rohinhya dibumi🇮🇩"
@sunarniginen8834,2023-12-14T14:57:08Z,2023-12-14T14:57:08Z,0,Usir terus aja Pak....tunggu apa lg...
@vandialramadaniramadani,2023-12-14T14:56:08Z,2023-12-14T14:56:08Z,0,"Kurang tegas pemerintah . Usir rohingiya , apa perlu demo besar&quot;an"
@FatahillahBass,2023-12-14T14:55:08Z,2023-12-14T14:59:12Z,0,"Walaupun banglades negara yg miskin, tapi menerima hampir sejuta pengungsi rohingya  lho ,, apa Aceh mau ikuti langkah banglades ??  🤔🤔"
@fiqihfiqih0014,2023-12-14T14:40:31Z,2023-12-14T14:40:31Z,0,Klau indonesia berhak menolak/mengusir kenapa TNI Al atau menhan ngak ada gerakan nyatanya padahal mereka garda terdepan utk maritim kita....
@wahabiindopahamkhawarij6643,2023-12-14T14:37:52Z,2023-12-14T14:37:52Z,0,Gak ada tapi2an pak mahfud segera pulangkan ke banglades sebelum menimbulkan masalah yg lebih besar di kemudian hari.
@ekoandrian3047,2023-12-14T14:36:02Z,2023-12-14T14:36:02Z,0,Memberi keputusan itu yg tegas pak. Jangan ragu
@youlee5744,2023-12-14T14:31:24Z,2023-12-14T14:31:24Z,0,"Usir dari negeri kami, gk perlu pake alasan kemanusiaan,"
@robbytarzan8439,2023-12-14T14:29:38Z,2023-12-14T14:29:38Z,0,"Jgn diusir pak mahfud nti akan demo bela rohingya partai PKS fpo HTI thn 2016 yg menolak rohingya bukan islam.. PKI... Nti diblng PKI lagi😁😁🤭🤣 <a href=""http://www.youtube.com/results?search_query=%23kemunafiqun"">#kemunafiqun</a> konoha.. Jualan agama orasi masa gunakan kitab suci.. Sbut PKI nti pada diam.... Lah ko pada diam skrg... Kadrun2 konoha... Kmna ini.. Partai PKS fpi tlong bntu y"
@hunaeniwatlab1411,2023-12-14T14:27:35Z,2023-12-14T14:27:35Z,0,usir jgn ada kt2tp .nenek moyang kita susah payah mengusir penjajah dah aman...seenak dengkulmu orang rohingya mau tinggal di indonesia. orang pinggiran d indonesia byk d mn2 ada dia membutuhkan bantuan dr pemrintah setempat dia hya mkn nasi tiwul/nasi aking. orang rohingya di semarang dapat bantuan perbulan 1.250Rb dan tempat tggal layak huni....
@ronironi8674,2023-12-14T14:07:53Z,2023-12-14T14:07:53Z,0,Ya secepatnya  sebelum nasi me jadi bubur
@miftahroy,2023-12-14T13:57:00Z,2023-12-14T13:57:00Z,0,YG PENTING JGN LAMA² DISINI MAKIN HARI MAKIN NAMBAH AJA JUMLAHNYA KASIHAN WARGA SETEMPAT.
@hepisofyan1577,2023-12-14T13:56:43Z,2023-12-14T13:56:43Z,0,"banyak bertele tele wahai pemerintah lemah ..... dengarkan rakyat yang punya insting tinggi terhadap keamanan negara ini, bahwasannya rohingnya akan menjadi sumber malapetaka buat kehidupan bernegara, mereka ingin hidup menetap di indonesia dengan membawa gen attitude yang jelek, jumlah mereka yang jutaan dinegerinya bisa2 mereka masuk ke indonesia dan menjadi sulit untuk mengatasinya .... adanya gesekan antara rakyat pribumi sudah dipastikan ada ... tentunya kita akan sibuk mengurusi rohingnya yang tidak punya nilai apapun untuk negara .... cepatlah wahai pemerintah pulangkan orang2 rohingnya ke negerinya ... gaduh terus negara ini atas kedatangan mereka orang rohingnya"
@yayan76,2023-12-14T13:53:38Z,2023-12-14T13:53:38Z,0,harusnya seluruh anggota UNHCR tau penyataan pak mahfud md ini yg menyatakan indonesia berhak mengusir warga rohingya yg dg gelap mengungsi ke indonesia
@rohmanjabar8141,2023-12-14T13:53:08Z,2023-12-14T13:53:08Z,0,Sabang tempat wisata di Aceh yg banyak di kunjungi turis manca negara kalau ada imigran gelap rohingiya m rusak tatanan wisata yg sudah lama di kelola masyarakat sabang
@tabacariayk1779,2023-12-14T13:51:59Z,2023-12-14T13:51:59Z,0,hahaha kemanusiaan katanya ? tuna wisma dan pengangguran diindonesia gimana pak ? emang mereka bukan manusia ya ?
@AnangSujatmiko-eg9xc,2023-12-14T13:51:56Z,2023-12-14T13:51:56Z,0,Klo indonesia berhak usir... <br>Usir saja... <br><br>Pendatang klo baik pasti diterima.. Klo sshditolakdimana² berarti ndak baik
@latifahbadrulsalam8868,2023-12-14T13:50:29Z,2023-12-14T13:50:29Z,1,"Yes ,Indonesia berhak mengusir keras jgn menyusahkan warga ., stop Rohinya . Biar warga hidup bersama ,warga ,Indonesia sendiri."
@hamdanmurad7544,2023-12-14T13:50:04Z,2023-12-14T13:50:04Z,0,Usir halau saja orang rohinya kerana terlalu ramai Rohingya akan timnul masaalah belakan hari
@parjoparjo1171,2023-12-14T13:48:34Z,2023-12-14T13:48:34Z,0,Usir ajalah PK jangan pakai tapi2
@hunhun9552,2023-12-14T13:45:39Z,2023-12-14T13:45:39Z,1,Pak. Kita bukan cuman bisa saja menolak Rohingya masuk Indonesia. Kita berhak menolak orang Rohingya masuk ke Indonesia . Kita jangan mikir HAM orang luar . Rakyat kita juga punya hak dan HAM untuk hidup lebih layak ditanah air kita sendiri . Masa orang luar kita jaga HAM nya . HAM rakyat sendiri diabaikan . Makin banyak datang nya orang Rohingya buat beban negara kita kehabisan dana buat orang yang gak jelas ini . Rakyat jadi pengemis dan jadi gelandangan pengutip sampah dipembuangan sampah tidur dikolong jambatan . Rakyat kita masih miskin bangat . Tegas kembalikan jangan kasih waktu lama di Indonesia . Nanti susah untuk dipulangkan . Mereka akan merontak dan melawan . 👍❤️🇮🇩
@AB-pf7xp,2023-12-14T13:44:27Z,2023-12-14T13:44:27Z,0,10  yang dikatakan mahfud hanya 1 yang benar dan.dapat dipercaya.
@hpsamsung4318,2023-12-14T13:42:49Z,2023-12-14T13:42:49Z,0,KASIHAN PENGUNGSI ROHINGYA YG DIUSIR PAKSA PADA HAL SELURUHNYA UMAT ISLAM YG TAAT HARUSNYA MUI MEMBANTU DONASI BUAT MEREKA JGN KARNA MISKIN LALU DIUSIR PAKSA
@hartonoatmaja1631,2023-12-14T13:38:35Z,2023-12-14T13:38:35Z,0,Mana bakamla... mana AL kita mana polairut kita.. kok pada silem... kebobolan imigrAn gelap ribuan tu...
@budimansyah8952,2023-12-14T13:38:28Z,2023-12-14T13:38:28Z,1,"Bapak kau tapi, ini rakyat Indonesia dan Aceh udah muak tiap hari mereka bertambah, itu etnis bangla, kerja nya cuma bikin anak dan Asusila, orang kaya ini mau jadi capres? Tegas saja gk bisa."
@myunus838,2023-12-14T13:35:40Z,2023-12-14T13:35:40Z,0,Usir pak pikirkan masyarakat indosia
@hartonoatmaja1631,2023-12-14T13:33:51Z,2023-12-14T13:33:51Z,0,Jalan keluar yg pas ya di pulangkan/dideportasi... ini kan imigran gelap... tak usah berbelit belit...metesahkan warga kita saja.
@agussiagian7504,2023-12-14T13:31:38Z,2023-12-14T13:31:38Z,0,Terserah situ aja ..&quot; etnis islam rohingya...kog..&quot; gimanA palistin...kalo mereka datang...??
@eboprabowo1258,2023-12-14T13:20:29Z,2023-12-14T13:20:29Z,0,Tembak mati sj org yg meyeludupkan manusia
@sumarnicarsono7166,2023-12-14T13:20:00Z,2023-12-14T13:20:00Z,0,Ayo p Presiden P Mahmud spt kembalikan  mrk sblm Pemilu
@ambarcahyono3930,2023-12-14T13:19:26Z,2023-12-14T13:19:26Z,0,Usir
@sarahsarah22334,2023-12-14T13:18:56Z,2023-12-14T13:18:56Z,0,Usir saja khawatir  nanti jadi pembrontak.
@eboprabowo1258,2023-12-14T13:18:39Z,2023-12-14T13:18:39Z,0,Usir saja pendatang ronghiya karena akan menjadi masalah terhadap penduduk setempat
@whitepanda4032,2023-12-14T13:17:23Z,2023-12-14T13:17:23Z,0,Terus tunggu apa lagi kok bertele-tele urusan mengusir rohingnys apalagi kita berhak mengusir tamu yg tdk diundang yg membuat masalah dan keamanan di negeri kita
@Anti_zionisme,2023-12-14T13:17:13Z,2023-12-14T13:17:13Z,0,"Usir aja lah pak. Jangn cuma ngomong aja.<br>Nanti kasihan ke rohingya tak kasihan pada rakyat sendiri.<br>Kan aneh, usir aja, pasti nanti terpilih jdi presiden.😊"
@user-lt3gy6tr5c,2023-12-14T13:14:15Z,2023-12-14T13:14:15Z,0,Ya usir sajalah pak ??? Bapak Mahfud ada apa koq gak gak ada rasa empati sama keluhan rakyat Indonesia!!!  Jangan sampai sampean gak tegas Indonesia dirugikan kemudian hari !!!
@armilaratiwi3930,2023-12-14T13:11:02Z,2023-12-14T13:11:02Z,0,"Usir Rohingya , rakyat Indonesia banyak yang miskin juga patuh bayar pajak juga banyak penggaguran , ,"
@saidridha7835,2023-12-14T13:11:00Z,2023-12-14T13:11:00Z,7,Presiden harus memerintahkan TNI angkatan laut untuk mengerahkan kapal kapal patrolinya untuk menjaga sepanjang garis pantai khususnya perairan Aceh Agar mafia mafia human trafiking tidak lagi mendaratkan pendatang rohingya ke RI
@tatangsudarisman4861,2023-12-14T13:05:03Z,2023-12-14T13:05:03Z,0,"Demi Kemanusian negara Indonesia bisa menampung Rohingya , tapi rakyat sendiri yg hidup di kolong jembatan , di tempat yg kumuh , di mana letak keadikannya ?.<br>Mumet negara kits Indonesis , para petugas keamanan di laut tdk ada yg peduli dan membiarkan rohingya datang se enak jidat , tanpa aturan."
@wawanriskyanto3778,2023-12-14T13:00:15Z,2023-12-14T13:00:15Z,1,Orang gk taat aturan mau diterima gitu aja.. mohon ketegasan nya bapak² yg terhormat.
@taekdeh1866,2023-12-14T12:59:23Z,2023-12-14T12:59:23Z,0,Lembek!!!
@user-jq6nb8ic8e,2023-12-14T12:59:01Z,2023-12-14T12:59:01Z,0,Jfn berkedok berkedok diplomasi kemanusiaan pak. Rakyat Indonesia sendiri bnyk yg lebih membutuhkan. Mendingan buat negara sendiri makmur rakyatnya. Ingat beras gula jg mahal 😢
@taekdeh1866,2023-12-14T12:58:45Z,2023-12-14T12:58:45Z,1,Lembek!!! Kbnyakan tapi... alesaann terusss
@ositjimar1108,2023-12-14T12:57:53Z,2023-12-14T12:57:53Z,0,Enak bangat tuh ronginya bangla dikasih obat obatan  makan ngebadok versi kuli disediain tempat berak ngewek beranak binak. Gua sendiri rakyat empot empotan cari duit nafkahi anak bini  dagang masih ngekos dimana keadilan lu pemerintah !!! UNHCR pe&#39;a lu.
@user-jq6nb8ic8e,2023-12-14T12:57:24Z,2023-12-14T12:57:24Z,3,Jangan sebenarnya pakkkk tapi langsung tegas usirrrr 🤦
@personarebellia6775,2023-12-15T12:31:01Z,2023-12-15T12:31:01Z,0,"You can&#39;t say Rohingya are refugees, because they came by the method of giving some payment to the human trafficking mafia in Bangladesh. These are all categorized under illegal immigrants. Of course, as immigrants should not enter an area without clear data such as passports or visas, so Rohingya are precisely referred to as illegal immigrants. On the other hand, with Palestine or Afghanistan, they are in a state of war raging. Please understand before creating a title so that your channel is not considered a channel that has no understanding in this matter."
@JojoSuharjaboj,2023-12-13T04:06:19Z,2023-12-13T04:06:19Z,0,😅Evil Rohingyas eat greedily. Defecate in the open. Ask our country for land. Hurt the local population. Expel the Rohingyas to Myanmar
@Araara929,2023-12-12T03:17:01Z,2023-12-12T03:17:01Z,1,Rohingya man is C4bul...<br><br>Tidak akan di terima di indo
@user-jh5eu2dr3r,2023-12-11T11:44:04Z,2023-12-11T11:44:04Z,2,We already have 300 ethnics group we dont want another one. Especially that is very different from majority of Indonesian
@erlanhambali2707,2023-12-06T16:17:48Z,2023-12-06T16:18:10Z,0,They always make a problem in societi not good attitude
@REM-ln4bx,2023-12-05T04:39:25Z,2023-12-05T04:39:25Z,2,They need yo stop breeding 😔
@GrandOldies90-s,2023-12-03T17:36:16Z,2023-12-03T17:36:16Z,0,"As Indonesian&#39;s... i just wanna scream GET THE F OUT OF MY COUNTRY!! We already have many problem with food stocks here, let alone giving them shelter and other things! 💩"
@UCcdTp7XpCkVLkaRCsDcifFg,2023-11-29T03:27:33Z,2023-11-29T03:27:33Z,0,"arab country will accept rohingnya, japan korea also"
@MafdhumAzwati-eo3jg,2023-11-29T00:44:57Z,2023-11-29T00:44:57Z,0,"Krisis pengungsi yang sedang berlangsung dimulai di Asia Timur pada akhir Februari 2015 setelah invasi Myanmar ke Negara Rohingya. Tercatat terdapat hampir 6 juta pengungsi yang melarikan diri dari Negara Bagian Rohingya di Asia, sementara sekitar 8 juta lainnya telah mengungsi di negara tersebut pada akhir bulan Mei 2022. Sekitar seperempat dari total penduduk negara tersebut telah meninggalkan rumah mereka di Negara Bagian Rohingya pada tanggal 20 Maret.90% Pengungsi Rohingya adalah perempuan dan anak-anak, sementara sebagian besar laki-laki Rohingya berusia antara 18 dan 60 tahun dilarang meninggalkan negara tersebut. Pada tanggal 24 Maret, lebih dari separuh anak-anak Rohingya telah meninggalkan rumah mereka, seperempat di antaranya telah meninggalkan negara tersebut. negara. Invasi tersebut menyebabkan krisis pengungsi terbesar di Asia Timur sejak Perang Dunia II dan setelahnya, merupakan yang pertama di Asia Timur sejak Perang Myanmar pada tahun 1990an, serta krisis pengungsi terbesar keempat dalam sejarah, dan merupakan krisis pengungsi terbesar. abad ke-21, dengan tingkat pelarian pengungsi tertinggi secara global."
@FatriaAndika69,2023-11-25T05:03:50Z,2023-11-25T05:03:50Z,1,Bansa rohingya <br>Hobby Buat anak
@tengkuferdiansyah8617,2023-11-24T07:57:19Z,2023-11-24T07:57:19Z,1,Rohingya is bad attitude 👉 Indonesian  reject Rohingya immigrant
@menombakglobalis,2023-11-23T20:24:08Z,2023-11-23T20:24:08Z,1,"Rohingya have bad habits, often riot, are lazy to work, and always do that in other places.  Even Bangladesh, which is the place of his ancestors, no longer wants to recognize it... Rohingya are not a Southeast Asian race, they are a Bangla/Bengali race"
@terizla4444,2023-11-21T11:17:29Z,2023-11-21T11:17:29Z,0,"unwanted guest, they have no respect to us"
@refkikurniiadi4806,2023-11-20T03:54:20Z,2023-11-20T03:54:20Z,0,buang itu sampah dari negara kami
@sandraligas6728,2023-11-19T14:43:05Z,2023-11-19T14:43:05Z,2,"Please bring them home,give them life and future"
@sandraligas6728,2023-11-19T14:40:19Z,2023-11-19T14:40:19Z,0,Thank u Indonesia
@hangingpro8751,2023-11-19T02:29:31Z,2023-11-19T02:29:31Z,1,Come to india here please.
@whistleblower7718,2023-11-19T00:35:39Z,2023-11-19T00:35:39Z,2,Are they in honeymoon? How can they reproduce so much even in refugee camp.
@user-hy8cd9pg1q,2023-11-01T05:54:11Z,2023-11-01T05:54:11Z,2,Deport bangladeshi FROM INDIA WE DON&#39;T NEED AND BANGLADESHI TO
@remydeen3943,2023-10-19T20:11:47Z,2023-10-19T20:11:47Z,7,Alhamdulillah rohingya dan indonesia serumpun 😊
@Louisdegalfilla7,2023-10-12T13:47:48Z,2023-10-12T13:47:48Z,2,Rohingya people Black people and Palestinians people<br>Mapuche people  are some of the least valued humans
@OppoReno-wl4zl,2023-10-08T04:11:05Z,2023-10-08T04:11:59Z,1,"Latest news from Malaysia...October case 2023,1 case for rape and another is groping girl,BOTH Malaysian girl is under aged ..n so many cases involving them,they should stay in refugee camp only...USELESS Rohingya"
@99sfab,2023-10-08T02:48:14Z,2023-10-08T02:48:14Z,0,send them back
@abdullahar-le1zk,2023-10-02T04:00:03Z,2023-10-02T04:00:03Z,1,Good news Arsa arkan Rohingya salvation army zindabad ok thanks 👍🙌🍍 Aru👎❌
@nikirtaadrian4373,2023-09-29T14:49:58Z,2023-09-29T14:49:58Z,2,"Where her children can find peace? What peace? Indonesia isnt peaceful enough? Or peace means a country with $80k gdp per capita, free housing, montly allowance, free healthcare? 😅"
@SimplyBest-hj1ns,2023-09-25T16:35:14Z,2023-09-25T16:35:14Z,0,ان شاء الله زلزال كبير يهز مينامار كلها عن بكرة ابيها
@Tukangngureknusantara,2023-09-05T18:45:15Z,2023-09-05T18:45:15Z,0,Save muslim Rohingya
@akmalbruhaha4658,2023-08-22T13:22:57Z,2023-08-22T13:22:57Z,2,"Among all groups of refugees, Rohingyas are the most complex mainly caused by themselves. Their lives are difficult but they breed 10 children per family. They refused to keep clean places where they live. They refuse to leave when situation improve. Compared to Vietnam or Palestinians, the Rohingyas are mostly uneducated or unskilled."
@eki16203,2023-08-18T15:12:50Z,2023-11-25T05:00:46Z,9,"For my Rohingyas friends, indonesia is a good place for you all, please bring all of your families and friend to indonesia, indonesians will treat Rohingyas as Family, indonesian girls will happily marrying all of you without money and indonesian Government will give you citizenship + an Autonomous Province since you&#39;re also Muslim Brothers."
@royketelienoni2586,2023-08-11T04:42:22Z,2023-08-11T04:42:22Z,2,Don&#39;t come to indonesia.. or stay there in aceh shelter!
@hiicyuivbi,2023-08-08T06:16:01Z,2023-08-08T06:16:01Z,8,My request to indonesia pls take our4 cr bangladeshi and rohingya people coz we are overpopulated
@vishnuvardhanduggireddy,2023-08-07T13:36:42Z,2023-08-07T13:36:42Z,16,Rich muslim countries should help them since most south asian countries are poor compared to middle eastern countries
@mirwellduo8986,2023-08-06T03:29:37Z,2023-08-06T03:30:39Z,2,"WE WONT ROHINGYA&#39;S, PLEASE UNHCR TAKE THEM BACK TO MYANMAR AND LET MYANMAR ARMY FINISH THEM, ROHINGYA MADE TOO MUCH CHAOS IN OUR COUNTRY"
@nishantkumarsingh5065,2023-08-05T17:22:37Z,2023-08-05T17:22:37Z,8,Saudis show brotherhood and accept them in your country
@negoverselynz1086,2023-08-04T17:16:31Z,2023-08-04T17:16:31Z,2,Because of the suffering did by Aung sansuki they became homeless but now her turn came she was detained by the coup
@kingafendikingafendi8897,2023-08-03T10:57:09Z,2023-08-03T10:57:09Z,1,"God blast the Rohingha , bukan bangsa Nusantara 😅🤣😂🤪😛😜😋😝"
@buckybarns5984,2023-07-31T18:02:40Z,2023-07-31T18:02:40Z,9,I want a place where my kids can grow up safe… no such place exists sadly. No matter what country they flee to the results will remain the same
@satriabajaringann,2023-07-26T11:04:52Z,2023-07-26T11:04:52Z,1,"No, better than they go back from indo,,,"
@AmanKumar-fk4yb,2023-07-24T11:40:31Z,2023-07-24T11:40:31Z,0,🤮
@Clarksville000,2023-07-18T10:20:07Z,2023-07-18T10:20:07Z,8,Indonesia is the most peaceful muslim majority country in history but in the future it will turn to middle east like iraq
@ibulurah4647,2023-07-18T01:12:50Z,2023-07-18T01:12:50Z,6,Usir mereka dari Indonesia.mereka tidak ada manfaat nya untuk negri kami.mereka hanya Akan menjadi masalah untuk negri kami Indonesia
@hbjklhbjlk6293,2023-07-17T22:18:05Z,2023-07-17T22:18:05Z,2,deport them immedietly
@f.s.firdaus8106,2023-07-16T03:04:56Z,2023-07-16T03:04:56Z,8,"They prepare for themselves in Indonesia, and then go to Malaysia."
@shzarmai,2023-07-12T22:17:29Z,2023-07-12T22:17:29Z,9,God bless the Rohingya people 🙏 ❤ 😊
@omarfarhan7686,2023-07-12T15:56:20Z,2023-07-12T15:56:20Z,5,Take a look at the world map. Aceh is no longer part of Indonesia
@arinarin7464,2023-07-12T13:52:04Z,2023-07-12T13:52:04Z,14,indonesia good for rohingya
@AgniveshArya,2023-07-12T01:34:01Z,2023-07-12T01:34:01Z,12,Indonesia will feel the heat soon.
@AgniveshArya,2023-07-12T01:29:14Z,2023-07-12T01:29:41Z,2,Why are these refugees not go to China ? Not even single muslim refugee in China.☺️☺️
@bambamkitring6666,2023-07-12T00:47:32Z,2023-07-12T00:47:32Z,6,Every muslim should help each other...
@imjuzsayin..5017,2023-07-11T19:41:27Z,2023-07-11T19:41:27Z,10,Temporary shelter aka transit before they&#39;ve a chance to follow locals get into Malaysia illegally.
@arunpandy732,2023-07-11T17:19:52Z,2023-07-11T17:19:52Z,14,Alzareeja only for hijab not for civilians
@paranoya733,2023-07-11T16:12:27Z,2023-07-11T16:12:27Z,27,Indonesia is a non-signatory country of 1951 Geneva Convention but they still open their door.. Australia as a member of signatory country sent these refugees to PNG instead.. how nice maty  mate vegemite
@ansh_u_r,2023-07-11T13:24:55Z,2023-07-11T13:24:55Z,16,You are welcome to rich and friendly Muslim country Qatar which is do worried about you.
@donbabilio8298,2023-07-11T13:19:55Z,2023-07-11T13:20:34Z,34,Every muslim country is a natural home  for Rohinga believers
@drmustjab,2023-07-11T12:43:34Z,2023-07-11T12:43:34Z,8,Pray 🤲 and Support from Pakistan 🤝🇵🇰
@UmmeHabiba-pl9hr,2023-07-11T12:42:26Z,2023-07-11T12:42:26Z,28,Great job Indonesia.  Alhamdulillah good
@Studly.hungwell,2023-07-11T11:45:10Z,2023-07-11T11:45:10Z,9,How did that jeehad work out for you akmed?
@dr.sagarguru9356,2023-07-11T11:30:29Z,2023-07-11T11:30:29Z,13,Jay shree ram... Satya sanatan dharm ki jay 🚩
@norabatungbacal6636,2023-12-16T06:22:31Z,2023-12-16T06:22:31Z,0,Why not malaysia or thailand?
@yinvirak5256,2023-12-16T01:24:04Z,2023-12-16T01:24:04Z,1,Islam leave the comments 😂😂😂😂
@CharlieQuebec,2023-12-15T22:18:08Z,2023-12-15T22:18:08Z,1,Yet you shout free Palestine 😂 you guys are funny.
@Dreamaniacc,2023-12-15T09:37:50Z,2023-12-15T09:37:50Z,0,Why people treat Rohingyas and Palestinians different both of them are same help them if you are saying that you want to help Palestin
@kmich7660,2023-12-15T05:14:50Z,2023-12-15T05:14:50Z,0,Australia has plenty of empty space.
@Starlightbarking,2023-12-14T23:38:04Z,2023-12-14T23:38:40Z,0,"Indonesia should use its navy and airforce to protect its borders, thats what we do in Australia and New Zealand."
@siag2428,2023-12-14T21:40:57Z,2023-12-14T21:40:57Z,0,Good Muxlim countries should help each other
@xer0o0HASSAN_CHOP,2023-12-14T17:04:29Z,2023-12-14T17:04:29Z,0,"Where is the Human rights, the UN?"
@Chandankumar-qw6hb,2023-12-14T11:56:46Z,2023-12-14T11:56:46Z,0,😮
@pararaja778,2023-12-14T07:20:52Z,2023-12-14T07:27:53Z,0,"We hope rohingya don&#39;t disturb  aceh people life, they want to life in peace,, so please go away from aceh as fast as possible and back to Bangladesh or india"
@Ana_826,2023-12-14T06:51:24Z,2023-12-14T06:51:24Z,0,with Rahingiya will come extremism
@eleven11three,2023-12-14T05:42:22Z,2023-12-14T05:42:22Z,0,"Give your money first to your wife, parents and children, not neighbors<br>Indonesians can&#39;t accommodate that many Rohingya (neighbors) because many young people here can&#39;t even get jobs (surplus demographics, too many people) <br>I&#39;ll say to UNHCR give the Rohingya to countries that need them (countries with low birth rates)"
@jessineizzloi,2023-12-14T02:43:26Z,2023-12-14T02:43:26Z,0,"My grandpa also once helped them by providing shelter, we only ask that they pay for the electricity and get jobs. For 3 months, everything was fine but one day, they pillaged our backyard of all our crops and fruits and just left..."
@nayalanalana2768,2023-12-14T02:09:24Z,2023-12-14T02:09:24Z,0,Amerikka membayar unhcer untukmendatangkan rohiniya keindonesia dan malaisia karna indonesia danmalaisia kompak mebela pallestina makanya. Amerika buat begini caranya biar indonesia subuk mengurisi.  Rohinia bukan palestina lagi biar lancar tunuan amerika dan israeltampa hambatan
@nayalanalana2768,2023-12-14T02:04:54Z,2023-12-14T02:04:54Z,0,Orang rohinia madia tidak tau diri mereka ingi menjajah indonesia meteka itu yg di surtuh amerika melalkui unhcer
@nayalanalana2768,2023-12-14T02:02:21Z,2023-12-14T02:02:21Z,0,Tolong secepatnya rohinia itu di usir dari indonesia nanti mereka beranak pinak di sini terus mereka membuaat negara sendiri mereka mnenjajah indonesia banti itu pasti
@user-rz1rw9zn5c,2023-12-14T01:58:06Z,2023-12-14T01:58:06Z,1,Ni bukan pelarian....ini pemerdagangan manusia
@edward-gh7gq,2023-12-13T12:46:05Z,2023-12-13T12:46:05Z,0,"Aint no fking way they cross the sea with that fking wrecked of a ship, with all that people no way"
@Xidura,2023-12-13T11:44:09Z,2023-12-13T11:44:09Z,0,"If you look closely, they look more like Indian or Bangladeshi faces. Myanmar doesn&#39;t accept them as citizens because history shows they aren&#39;t from Myanmar."
